"","last name","first name","two letter state abbreviation","Number of commemorative bills receiving action beyond committee","Number of commemorative bills receiving action in committee","Number of commemorative bills sponsored by this senator","Number of commemorative bills becoming law","Number of commemorative bills passing Senate","Number of substantive bills receiving action beyond committee","Number of substantive bills receiving action in committee","Number of substantive bills sponsored by this senator","Number of substantive bills becoming law","Number of substantive bills passing Senate","Number of SS bills receiving action beyond committee","Number of SS bills receiving action in committee","Number of substantive and significant (SS) bills sponsored by this senator","Number of SS bills becoming law","Number of SS bills passing Senate","congress","Observation number order based on scraping congress.gov","ID","yearcongStart","dem","majority","yearStart","female","Black","latinx","percent_vote","1st-dimension DW-NOMINATE score","chair","subchair","currterms","stateLeg","state_leg X squire index","majLeader","minLeader","votepct squared","totalSponsored","Total number of bills receiving action in committee","Total number of bills receiving action beyond committee","totalSenate","totalLaw","legeffictive","lagged legislative effectiveness score","distrance from legislative median in DW-NOMINATE","powrcmte","freshman","seniority squared","distance from majority party median dwnom1","number of members in state congressional delegation","Benchmark score based on majority, seniority, chairs","1 = Below, 2 = Meets, 3 = Exceeds"
"68","Metzenbaum","Howard","OH",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,93,69,14073,1972,1,1,NA,0,0,0,NA,-0.476000010967255,0,0,1,1,0.354999989271164,0,0,NA,3,0,0,0,0,0.018542543053627,NA,0.350000023841858,0,1,1,0.162491217255592,23,0.420970678329468,1
"69","Mondale","Walter","MN",4,0,38,0,4,0,0,57,0,0,5,0,7,2,3,93,70,10813,1972,1,1,1964,0,0,0,57,-0.418999999761581,0,1,5,0,0,0,0,3249,102,0,9,7,2,1.34045302867889,NA,0.293000012636185,1,0,25,0.105491198599339,8,1.03029477596283,2
"70","Montoya","Joseph","NM",0,0,6,0,0,0,0,25,0,0,1,0,1,0,0,93,71,6611,1972,1,1,1964,0,0,1,52,-0.208000004291534,0,1,5,1,0.0920000001788139,0,0,2704,32,0,1,0,0,0.23518730700016,NA,0.0820000022649765,1,0,25,0.105508796870708,2,1.03029477596283,1
"71","Moss","Frank","UT",1,0,13,0,1,5,0,89,3,5,3,0,3,1,3,93,72,6754,1972,1,1,1958,0,0,0,56,-0.308999985456467,1,1,8,0,0,1,0,3136,105,0,9,9,4,1.69817554950714,NA,0.182999983429909,0,0,64,0.00450881477445364,2,2.26155209541321,2
"72","Muskie","Edmund","ME",0,0,1,0,0,2,0,24,1,2,2,0,3,1,2,93,73,6831,1972,1,1,1958,0,0,0,62,-0.388999998569489,0,1,8,1,0.180000007152557,0,0,3844,28,0,4,4,2,0.795924365520477,NA,0.263000011444092,1,0,64,0.0754911974072456,2,1.16131925582886,2
"73","Nelson","Gaylord","WI",1,0,2,0,1,2,0,45,1,2,9,0,12,4,7,93,74,10816,1972,1,1,1962,0,0,0,62,-0.541999995708466,0,1,6,1,0.248999997973442,0,0,3844,59,0,12,10,5,2.25928378105164,NA,0.416000008583069,1,0,36,0.228491201996803,9,1.07396960258484,3
"74","Nunn","Sam","GA",0,0,0,0,0,0,0,7,0,0,1,0,1,1,1,93,75,14108,1972,1,1,1972,0,0,0,54,-0.0879999995231628,0,0,1,1,0.140000000596046,0,0,2916,8,0,1,1,1,0.329324841499329,NA,0.0379999987781048,1,1,1,0.225508794188499,10,0.420970678329468,2
"75","Packwood","Bob","OR",1,0,6,0,1,0,0,16,0,0,1,0,2,0,0,93,76,12107,1972,0,0,1968,0,0,0,50,0.12899999320507,0,0,3,1,0.232999995350838,0,0,2500,24,0,2,1,0,0.205169156193733,NA,0.254999995231628,1,0,9,0.442508786916733,4,0.417461276054382,1
"76","Pastore","John","RI",2,0,7,0,2,2,0,11,1,2,9,0,9,8,9,93,77,7229,1972,1,1,1950,0,0,0,68,-0.259999990463257,0,1,12,1,0.142000004649162,0,0,4624,27,0,13,13,9,2.73953676223755,NA,0.133999988436699,1,0,144,0.0535088106989861,2,1.3360184431076,3
"77","Pearson","James","KS",0,0,2,0,0,0,0,6,0,0,2,0,2,0,2,93,78,10817,1972,0,0,1962,0,0,0,71,0.061999998986721,0,0,6,1,0.168999999761581,0,0,5041,10,0,2,2,0,0.329236775636673,NA,0.187999993562698,1,0,36,0.375508785247803,5,0.548485696315765,2
"78","Pell","Claiborne","RI",0,0,2,0,0,0,0,27,0,0,3,0,4,1,2,93,79,10818,1972,1,1,1960,0,0,0,54,-0.333000004291534,0,1,7,0,0,0,0,2916,33,0,3,2,1,0.685864567756653,NA,0.207000002264977,1,0,49,0.0194912049919367,2,1.11764442920685,2
"79","Percy","Charles","IL",0,0,5,0,0,1,0,50,0,1,5,0,5,2,5,93,80,11205,1972,0,0,1966,0,0,0,62,0.0590000003576279,0,0,4,0,0,0,0,3844,60,0,6,6,2,1.38809907436371,NA,0.185000002384186,1,0,16,0.37250879406929,24,0.461136072874069,3
"80","Proxmire","William","WI",3,0,10,0,3,0,0,28,0,0,2,0,7,1,2,93,81,7638,1972,1,1,1957,0,0,0,71,-0.493999987840652,0,1,9,1,0.248999997973442,0,0,5041,45,0,5,5,1,0.717875897884369,NA,0.368000000715256,1,0,81,0.18049119412899,9,1.20499408245087,2
"81","Randolph","Jennings","WV",1,0,5,0,1,4,0,18,3,4,7,0,7,0,6,93,82,7722,1972,1,1,1958,0,0,0,66,-0.243000000715256,1,1,8,0,0,0,0,4356,30,0,12,11,3,1.54975581169128,NA,0.116999998688698,0,0,64,0.0705088004469872,4,2.26155209541321,2
"82","Ribicoff","Abraham","CT",0,0,4,0,0,0,0,39,0,0,2,0,2,0,0,93,83,7847,1972,1,1,1962,0,0,0,54,-0.337999999523163,0,1,6,1,0.200000002980232,0,0,2916,45,0,2,0,0,0.392495930194855,NA,0.211999997496605,1,0,36,0.0244912002235651,6,1.07396960258484,1
"83","Roth Jr.","William","DE",2,0,2,0,2,1,0,13,0,1,0,0,0,0,0,93,84,11044,1972,0,0,1970,0,0,0,59,0.298000007867813,0,0,2,0,0,0,0,3481,15,0,3,3,0,0.175557941198349,NA,0.42399999499321,1,0,4,0.611508786678314,1,0.373786449432373,1
"84","Saxbe","William","OH",0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,93,85,12108,1972,0,0,1968,0,0,0,52,0.246999993920326,0,0,3,1,0.354999989271164,0,0,2704,9,0,0,0,0,0.0457382760941982,NA,0.372999995946884,1,0,9,0.560508787631989,23,0.417461276054382,1
"85","Schweiker","Richard","PA",1,0,5,0,1,0,0,35,0,0,1,0,2,1,1,93,86,10557,1972,0,0,1968,0,0,0,52,-0.0130000002682209,0,0,3,0,0,0,0,2704,42,0,2,2,1,0.534178912639618,NA,0.112999998033047,1,0,9,0.300508797168732,25,0.417461276054382,2
"86","Scott","Hugh","PA",0,0,28,0,0,1,0,37,1,1,2,0,3,0,2,93,87,8301,1972,0,0,1958,0,0,0,52,0.143999993801117,0,0,8,0,0,0,1,2704,68,0,3,3,1,0.702193796634674,NA,0.269999980926514,1,0,64,0.45750880241394,25,0.635835349559784,2
"87","Scott","William","VA",1,0,1,1,1,0,0,25,0,0,0,0,2,0,0,93,88,11048,1972,0,0,1972,0,0,0,51,0.510999977588654,0,0,1,0,0,0,0,2601,28,0,1,1,1,0.207850486040115,NA,0.63699996471405,1,1,1,0.824508786201477,10,0.330111652612686,2
"88","Sparkman","John","AL",1,0,23,0,1,7,0,62,0,7,14,0,19,9,11,93,89,8764,1972,1,1,1946,0,0,0,62,-0.123000003397465,1,1,14,0,0,0,0,3844,104,0,22,19,9,4.03433036804199,NA,0.00299999699927866,1,0,196,0.190508797764778,7,2.52360081672668,3
"89","Stafford","Robert","VT",0,0,0,0,0,0,0,12,0,0,1,0,2,0,0,93,90,10562,1972,0,0,1972,0,0,0,64,0.0260000005364418,0,0,2,0,0,0,0,4096,14,0,1,0,0,0.159780949354172,NA,0.151999995112419,0,0,4,0.339508801698685,1,0.373786449432373,1
"90","Stennis","John","MS",0,0,1,0,0,1,0,8,1,1,4,0,4,2,3,93,91,8883,1972,1,1,1947,0,0,0,88,-0.0500000007450581,1,1,14,1,0.185000002384186,0,0,7744,13,0,5,4,3,0.97773814201355,NA,0.0759999975562096,1,0,196,0.263508796691895,5,2.52360081672668,1
"91","Stevens","Ted","AK",0,0,9,0,0,6,0,71,3,6,0,0,0,0,0,93,92,12109,1972,0,0,1968,0,0,0,77,0.152999997138977,0,0,3,1,0.319999992847443,0,0,5929,80,0,6,6,3,1.05922853946686,NA,0.278999984264374,1,0,9,0.466508805751801,1,0.417461276054382,3
"92","Stevenson","Adlai","IL",1,0,5,0,1,0,0,34,0,0,2,0,5,1,1,93,93,13102,1972,1,1,1970,0,0,0,58,-0.333000004291534,0,1,2,1,0.34400001168251,0,0,3364,44,0,3,2,1,0.625970542430878,NA,0.207000002264977,0,0,4,0.0194912049919367,24,0.899270355701447,2
"93","Symington","Stuart","MO",0,0,2,0,0,2,0,7,2,2,5,0,5,4,4,93,94,9141,1972,1,1,1952,0,0,0,51,-0.331999987363815,0,1,11,0,0,0,0,2601,14,0,7,6,6,1.53692018985748,NA,0.205999985337257,1,0,121,0.0184911880642176,10,1.2923436164856,2
"94","Taft","Robert","OH",0,0,5,0,0,2,0,37,0,0,0,0,0,0,0,93,95,10630,1972,0,0,1970,0,0,0,50,0.261999994516373,0,0,2,1,0.354999989271164,0,0,2500,42,0,2,0,0,0.295759618282318,NA,0.387999981641769,1,0,4,0.575508773326874,23,0.373786449432373,2
"95","Talmadge","Herman","GA",1,0,8,1,1,6,0,24,3,6,2,0,2,2,2,93,96,9174,1972,1,1,1956,0,0,0,78,-0.0930000022053719,1,1,9,0,0,0,0,6084,34,0,9,9,6,1.36698007583618,NA,0.0329999960958958,1,0,81,0.220508798956871,10,2.30522680282593,2
"96","Thurmond","Strom","SC",0,0,10,0,0,3,0,37,3,3,0,0,0,0,0,93,97,9369,1972,0,0,1954,0,0,0,63,0.412999987602234,0,0,10,1,0.28099998831749,0,0,3969,47,0,3,3,3,0.651598870754242,NA,0.538999974727631,1,0,100,0.726508796215057,6,0.723184943199158,2
"97","Tower","John","TX",1,0,7,0,1,1,0,49,0,0,0,0,3,0,0,93,98,10823,1972,0,0,1961,0,0,0,54,0.425000011920929,0,0,7,0,0,0,1,2916,59,0,2,1,0,0.392291307449341,NA,0.550999999046326,1,0,49,0.738508820533752,24,0.592160522937775,2
"98","Tunney","John","CA",0,0,1,0,0,4,0,35,0,1,3,0,4,1,3,93,99,10777,1972,1,1,1970,0,0,0,54,-0.293000012636185,0,1,2,0,0,0,0,2916,40,0,7,4,1,0.963235855102539,NA,0.167000010609627,0,0,4,0.020508786663413,43,0.899270355701447,2
"99","Weicker","Lowell","CT",0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,93,100,12032,1972,0,0,1970,0,0,0,42,0.120999999344349,0,0,2,1,0.200000002980232,0,0,1764,19,0,0,0,0,0.123616956174374,NA,0.246999993920326,0,0,4,0.434508800506592,6,0.373786449432373,1
"100","Williams","Harrison","NJ",0,0,3,0,0,0,0,46,0,0,12,0,14,5,9,93,101,10147,1972,1,1,1958,0,0,0,55,-0.354999989271164,1,1,8,0,0,0,0,3025,63,0,12,9,5,2.54215145111084,NA,0.228999987244606,0,0,64,0.0414911881089211,15,2.26155209541321,2
"101","Young","Milton","ND",0,0,11,0,0,0,0,15,0,0,0,0,1,0,0,93,103,10450,1972,0,0,1946,0,0,0,65,0.146999999880791,0,0,15,1,0.0769999995827675,0,0,4225,27,0,0,0,0,0.118672281503677,NA,0.273000001907349,1,0,225,0.460508793592453,1,0.941559016704559,1
"102","Abourezk","James","SD",1,0,4,0,1,4,0,56,2,3,0,0,2,0,0,94,104,13000,1974,1,1,1972,0,0,0,57,-0.703999996185303,0,1,2,0,0,0,0,3249,62,0,5,4,2,0.914340913295746,0.175186008214951,0.512499988079071,0,0,4,0.398327887058258,2,0.95564877986908,2
"103","Allen","James","AL",2,0,4,0,1,3,0,18,1,3,2,0,2,1,2,94,105,12100,1974,1,1,1968,0,0,0,96,0.0970000028610229,0,1,4,1,0.0850000008940697,0,0,9216,24,0,7,6,2,1.06227910518646,0.214118793606758,0.288500010967255,0,0,16,0.402672111988068,7,1.0460444688797,2
"104","Baker","Howard","TN",1,0,2,0,1,0,0,17,0,0,1,0,2,1,1,94,106,11200,1974,0,0,1966,0,0,0,62,0.256999999284744,0,0,5,0,0,0,0,3844,21,0,2,2,1,0.525599777698517,0.934895277023315,0.448500007390976,1,0,25,0.562672078609467,8,0.524463832378387,2
"105","Bartlett","Dewey","OK",0,0,2,0,0,3,0,40,0,2,0,0,1,0,0,94,107,14100,1974,0,0,1972,0,0,0,53,0.435000002384186,0,0,2,1,0.248999997973442,0,0,2809,43,0,3,2,0,0.493699222803116,0.658873677253723,0.626500010490417,1,0,4,0.74067211151123,6,0.388870298862457,2
"106","Bayh","Birch","IN",0,0,2,0,0,0,0,22,0,0,1,0,3,0,0,94,108,10800,1974,1,1,1962,0,0,0,52,-0.409999996423721,0,1,7,1,0.14300000667572,0,0,2704,27,0,1,0,0,0.265788227319717,1.12035822868347,0.218500003218651,1,0,49,0.104327894747257,11,1.18163800239563,1
"107","Beall","J.","MD",3,0,20,0,3,1,0,51,0,1,1,0,2,0,1,94,109,12002,1974,0,0,1970,0,0,0,51,0.171000003814697,0,0,3,1,0.252000004053116,0,0,2601,73,0,5,5,0,0.705454885959625,0.452131718397141,0.362500011920929,0,0,9,0.476672112941742,8,0.434068143367767,3
"108","Bellmon","Henry","OK",1,0,3,1,1,1,0,34,0,1,0,0,0,0,0,94,110,12101,1974,0,0,1968,0,0,0,50,0.284999996423721,0,0,4,1,0.248999997973442,0,0,2500,37,0,2,2,1,0.356060475111008,0.960334956645966,0.476500004529953,1,0,16,0.590672075748444,6,0.479265987873077,2
"109","Bentsen","Lloyd","TX",3,0,20,0,3,3,0,62,2,2,1,0,1,0,1,94,111,660,1974,1,1,1970,0,0,0,53,-0.140000000596046,0,1,3,0,0,0,0,2809,83,0,7,6,2,1.08167266845703,1.11938762664795,0.0515000000596046,1,0,9,0.165672093629837,24,1.00084662437439,2
"110","Biden","Joseph","DE",0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,94,112,14101,1974,1,1,1972,0,0,0,51,-0.39300000667572,0,1,2,0,0,0,0,2601,17,0,0,0,0,0.122342452406883,0.117436110973358,0.20150001347065,1,0,4,0.0873279049992561,1,0.95564877986908,1
"111","Brock","Bill","TN",1,0,3,0,1,0,0,39,0,0,0,0,1,0,0,94,113,10571,1974,0,0,1970,0,0,0,52,0.374000012874603,0,0,3,0,0,0,0,2704,43,0,1,1,0,0.299660533666611,0.655881464481354,0.565500020980835,1,0,9,0.679672122001648,8,0.434068143367767,2
"112","Brooke","Edward","MA",0,0,3,0,0,0,0,24,0,0,0,0,1,0,0,94,114,11201,1974,0,0,1966,0,1,0,65,-0.196999996900558,0,0,5,0,0,0,0,4225,28,0,0,0,0,0.180794954299927,0.160187870264053,0.00549999717622995,1,0,25,0.108672104775906,12,0.524463832378387,1
"113","Buckley","James","NY",0,0,2,0,0,2,0,52,1,1,0,0,0,0,0,94,115,13100,1974,0,0,1970,0,0,0,39,0.495000004768372,0,0,3,0,0,0,0,1521,54,0,2,1,1,0.574149310588837,0.126089304685593,0.686500012874603,0,0,9,0.800672113895416,39,0.434068143367767,2
"114","Bumpers","Dale","AR",1,0,2,0,1,2,0,9,1,2,0,0,0,0,0,94,116,14300,1974,1,1,1974,0,0,0,85,-0.316000014543533,0,0,1,0,0,0,0,7225,11,0,3,3,1,0.346988439559937,NA,0.124500013887882,0,1,1,0.0103279147297144,4,0.343672424554825,2
"115","Burdick","Quentin","ND",4,0,12,0,4,11,0,48,4,9,5,0,7,1,3,94,117,1252,1974,1,1,1960,0,0,0,62,-0.337000012397766,0,1,8,0,0,0,0,3844,67,0,20,16,5,2.57445788383484,1.70508408546448,0.145500019192696,0,0,64,0.031327910721302,1,1.22683584690094,3
"116","Byrd","Harry","VA",0,0,0,0,0,1,0,5,0,1,1,0,1,1,1,94,118,10802,1974,0,1,1966,0,0,0,54,0.13400000333786,0,1,6,1,0.164000004529953,0,0,2916,6,0,2,2,1,0.49537992477417,0.169563069939613,0.325500011444092,1,0,36,0.439672112464905,10,1.13644015789032,1
"117","Byrd","Robert","WV",0,0,4,0,0,0,0,11,0,0,1,0,1,0,1,94,119,1366,1974,1,1,1958,0,0,0,78,-0.266999989748001,0,1,9,1,0.150000005960464,1,0,6084,16,0,1,1,0,0.262931168079376,0.822795450687408,0.07549998909235,1,0,81,0.038672111928463,4,1.27203369140625,1
"118","Cannon","Howard","NV",2,0,3,1,2,7,0,34,3,5,2,0,3,1,2,94,120,1482,1974,1,1,1958,0,0,0,58,-0.194000005722046,1,1,9,1,0.129999995231628,0,0,3364,40,0,11,9,5,1.64830338954926,2.2459089756012,0.00250000599771738,1,0,81,0.111672095954418,1,1.9159129858017,2
"119","Case","Clifford","NJ",1,0,3,0,1,0,0,14,0,0,1,0,2,1,1,94,121,1569,1974,0,0,1954,0,0,0,64,-0.273000001907349,0,0,11,1,0.174999997019768,0,0,4096,19,0,2,2,1,0.506568729877472,0.0828233659267426,0.0815000012516975,1,0,121,0.0326720997691154,15,0.795650899410248,2
"120","Chiles","Lawton","FL",2,0,4,0,1,7,0,30,1,6,1,0,1,1,1,94,122,13101,1974,1,1,1970,0,0,0,54,-0.203999996185303,0,1,3,1,0.224000006914139,0,0,2916,35,0,10,8,2,1.25119423866272,1.12300455570221,0.0124999964609742,1,0,9,0.101672105491161,15,1.00084662437439,2
"121","Church","Frank","ID",1,0,1,0,1,4,0,47,2,4,1,0,2,1,1,94,123,1721,1974,1,1,1956,0,0,0,57,-0.368000000715256,0,1,10,0,0,0,0,3249,50,0,6,6,3,1.26051437854767,1.1809903383255,0.176500007510185,1,0,100,0.0623278990387917,2,1.31723153591156,2
"122","Clark","Dick","IA",0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,94,124,14102,1974,1,1,1972,0,0,0,56,-0.537999987602234,0,1,2,0,0,0,0,3136,20,0,0,0,0,0.11418628692627,0.526083648204803,0.346499979496002,1,0,4,0.23232789337635,6,0.95564877986908,1
"123","Cranston","Alan","CA",4,0,9,0,4,6,0,27,1,4,4,0,4,2,3,94,126,12103,1974,1,1,1968,0,0,0,63,-0.372000008821487,0,1,4,0,0,0,0,3969,40,0,14,11,3,1.79421937465668,3.44644260406494,0.180500015616417,0,0,16,0.0663279071450233,43,1.0460444688797,3
"124","Culver","John","IA",1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,94,127,10715,1974,1,1,1974,0,0,0,52,-0.488000005483627,0,1,1,0,0,0,0,2704,3,0,1,1,0,0.0264290515333414,NA,0.296499997377396,1,1,1,0.182327911257744,6,0.91045093536377,1
"125","Curtis","Carl","NE",0,0,3,0,0,1,0,28,0,1,0,0,2,0,0,94,128,2267,1974,0,0,1954,0,0,0,53,0.509999990463257,0,0,11,0,0,0,1,2809,33,0,1,1,0,0.306143403053284,0.489216804504395,0.701499998569489,1,0,121,0.815672099590302,3,0.795650899410248,1
"126","Dole","Robert","KS",1,0,7,0,1,5,0,66,2,5,2,0,2,1,2,94,129,10513,1974,0,0,1968,0,0,0,51,0.268999993801117,0,0,4,1,0.168999999761581,0,0,2601,75,0,8,8,3,1.65151274204254,0.843062937259674,0.460500001907349,1,0,16,0.574672102928162,5,0.479265987873077,3
"127","Domenici","Pete","NM",0,0,15,0,0,4,0,39,3,4,0,0,1,0,0,94,130,14103,1974,0,0,1972,0,0,0,54,0.209999993443489,0,0,2,0,0,0,0,2916,55,0,4,4,3,0.928478956222534,0.51121574640274,0.40149998664856,0,0,4,0.515672087669373,2,0.388870298862457,3
"128","Durkin","John","NH",0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,94,131,14310,1974,1,1,1975,0,0,0,54,-0.428999990224838,0,0,1,0,0,0,0,2916,6,0,0,0,0,0.035343375056982,NA,0.237499997019768,0,1,1,0.123327888548374,2,0.343672424554825,1
"129","Eagleton","Thomas","MO",0,0,10,0,0,2,0,23,0,2,2,0,2,0,1,94,132,12104,1974,1,1,1968,0,0,0,60,-0.358999997377396,1,1,4,0,0,0,0,3600,35,0,4,3,0,0.608136832714081,1.68624150753021,0.167500004172325,1,0,16,0.0533278957009315,10,1.68992376327515,1
"130","Eastland","James","MS",5,0,14,0,5,3,0,14,1,3,4,0,5,1,2,94,133,2822,1974,1,1,1942,0,0,0,59,0.0560000017285347,1,1,17,1,0.185000002384186,1,0,3481,33,0,12,10,2,1.29536247253418,0.880103647708893,0.247500002384186,0,0,289,0.361672103404999,5,2.27749586105347,2
"131","Fannin","Paul","AZ",0,0,4,0,0,1,0,30,1,1,0,0,2,0,0,94,134,10804,1974,0,0,1964,0,0,0,56,0.601000010967255,0,0,6,0,0,0,0,3136,36,0,1,1,1,0.418146073818207,0.425191193819046,0.792500019073486,1,0,36,0.906672120094299,4,0.569661676883698,2
"132","Fong","Hiram","HI",0,0,19,0,0,2,0,23,1,2,0,0,1,0,0,94,135,3255,1974,0,0,1959,0,0,0,52,0.204999998211861,0,0,9,1,0.24600000679493,0,0,2704,43,0,2,2,1,0.461932897567749,0.843485295772552,0.396499991416931,1,0,81,0.510672092437744,2,0.705255210399628,2
"133","Ford","Wendell","KY",0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,94,136,14302,1974,1,1,1974,0,0,0,54,-0.222000002861023,0,0,1,1,0.0780000016093254,0,0,2916,9,0,0,0,0,0.0285465717315674,NA,0.0305000022053719,0,1,1,0.0836720988154411,7,0.343672424554825,1
"134","Garn","E.","UT",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,94,137,14303,1974,0,0,1974,0,0,0,50,0.456999987363815,0,0,1,0,0,0,0,2500,8,0,0,0,0,0.054374422878027,NA,0.648499965667725,0,1,1,0.762672066688538,2,0.343672424554825,1
"135","Glenn","John","OH",0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,94,138,14304,1974,1,1,1974,0,0,0,65,-0.207000002264977,0,0,1,0,0,0,0,4225,5,0,0,0,0,0.0285465717315674,NA,0.015500002540648,0,1,1,0.0986720994114876,23,0.343672424554825,1
"136","Goldwater","Barry","AZ",0,0,3,0,0,1,0,7,0,0,0,0,0,0,0,94,139,3658,1974,0,0,1968,0,0,0,58,0.640999972820282,0,0,4,0,0,0,0,3364,10,0,1,0,0,0.0880352109670639,0.38618865609169,0.832499980926514,1,0,16,0.946672081947327,4,0.479265987873077,1
"137","Gravel","Mike","AK",0,0,8,0,0,6,0,26,2,6,1,0,1,1,1,94,140,12105,1974,1,1,1968,0,0,0,58,-0.229000002145767,0,1,4,1,0.319999992847443,0,0,3364,35,0,7,7,3,1.26592516899109,0.487627357244492,0.0375000014901161,1,0,16,0.0766720995306969,1,1.0460444688797,2
"138","Griffin","Robert","MI",4,0,7,1,4,0,0,9,0,0,0,0,0,0,0,94,141,3824,1974,0,0,1966,0,0,0,56,0.331000000238419,0,0,5,0,0,0,1,3136,16,0,4,4,1,0.157750800251961,0.135814547538757,0.522499978542328,1,0,25,0.636672079563141,19,0.524463832378387,1
"139","Hansen","Clifford","WY",0,0,4,0,0,3,0,26,2,2,0,0,1,0,0,94,142,11202,1974,0,0,1966,0,0,0,71,0.476000010967255,0,0,5,0,0,0,0,5041,31,0,3,2,2,0.595362067222595,0.307089954614639,0.667500019073486,1,0,25,0.781672120094299,1,0.524463832378387,2
"140","Hart","Gary","CO",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,94,143,14305,1974,1,1,1974,0,0,0,59,-0.398000001907349,0,0,1,0,0,0,0,3481,16,0,0,0,0,0.108748845756054,NA,0.206500008702278,1,1,1,0.0923279002308846,5,0.343672424554825,1
"141","Hart","Philip","MI",2,0,9,0,2,3,0,21,2,3,4,0,4,0,2,94,144,4148,1974,1,1,1958,0,0,0,67,-0.456000000238419,0,1,9,0,0,0,0,4489,34,0,9,7,2,1.17475950717926,0.715939581394196,0.264499992132187,0,0,81,0.150327906012535,19,1.27203369140625,2
"142","Hartke","Vance","IN",0,0,2,0,0,0,0,70,0,0,12,0,14,6,9,94,145,4154,1974,1,1,1958,0,0,0,50,-0.446000009775162,1,1,9,0,0,0,0,2500,86,0,12,9,6,3.57389616966248,2.9488537311554,0.25450000166893,1,0,81,0.140327915549278,11,1.9159129858017,3
"143","Haskell","Floyd","CO",0,0,3,0,0,5,0,12,3,5,3,0,3,1,3,94,146,14104,1974,1,1,1972,0,0,0,51,-0.421000003814697,0,1,2,1,0.284000009298325,0,0,2601,18,0,8,8,4,1.54191303253174,0.502470314502716,0.229500010609627,1,0,4,0.115327902138233,5,0.95564877986908,3
"144","Hatfield","Mark","OR",1,0,8,1,1,4,0,45,0,4,0,0,1,0,0,94,147,11203,1974,0,0,1966,0,0,0,54,0.0549999997019768,0,0,5,1,0.232999995350838,0,0,2916,54,0,5,5,1,0.704918622970581,0.523817598819733,0.246500000357628,1,0,25,0.36067208647728,4,0.524463832378387,2
"145","Hathaway","William","ME",0,0,0,0,0,1,0,32,0,0,3,0,3,2,2,94,148,10736,1974,1,1,1972,0,0,0,53,-0.46000000834465,0,1,2,0,0,0,0,2809,35,0,4,2,2,1.09388637542725,0.361169338226318,0.268500000238419,1,0,4,0.154327914118767,2,0.95564877986908,2
"146","Helms","Jesse","NC",1,0,12,0,1,2,0,16,0,2,2,0,3,1,1,94,149,14105,1974,0,0,1972,0,0,0,54,0.572000026702881,0,0,2,0,0,0,0,2916,31,0,5,4,1,0.787884473800659,0.279067993164062,0.763500034809113,0,0,4,0.877672135829926,11,0.388870298862457,3
"147","Hollings","Ernest","SC",0,0,4,0,0,1,0,19,1,1,3,0,3,1,2,94,150,11204,1974,1,1,1966,0,0,0,71,-0.254000008106232,0,1,5,1,0.28099998831749,0,0,5041,26,0,4,3,2,0.96210378408432,0.517856538295746,0.0625000074505806,1,0,25,0.0516720935702324,6,1.09124231338501,2
"148","Hruska","Roman","NE",2,0,7,1,2,1,0,10,0,0,2,0,3,1,2,94,151,4660,1974,0,0,1954,0,0,0,53,0.432000011205673,0,1,11,0,0,0,0,2809,20,0,5,4,2,0.740250825881958,1.19573271274567,0.623499989509583,1,0,121,0.737672090530396,3,1.36242938041687,2
"149","Huddleston","Walter","KY",1,0,2,0,1,4,0,17,1,4,1,0,1,0,1,94,152,14106,1974,1,1,1972,0,0,0,52,-0.28600001335144,0,1,2,1,0.0780000016093254,0,0,2704,20,0,6,6,1,0.75322699546814,0.0148340351879597,0.0945000126957893,1,0,4,0.0196720864623785,7,0.95564877986908,2
"150","Humphrey","Hubert","MN",2,0,19,0,2,4,0,67,2,2,6,0,9,3,4,94,153,4728,1974,1,1,1970,0,0,0,58,-0.340999990701675,0,1,3,0,0,0,0,3364,95,0,12,8,5,2.47773408889771,1.89868652820587,0.149499997496605,1,0,9,0.0353278890252113,8,1.00084662437439,3
"151","Inouye","Daniel","HI",4,0,46,0,4,2,0,66,1,2,1,0,2,1,1,94,154,4812,1974,1,1,1962,0,0,0,83,-0.319999992847443,0,1,7,1,0.24600000679493,0,0,6889,114,0,7,7,2,1.23538053035736,1.66203367710114,0.128499999642372,1,0,49,0.0143278930336237,2,1.18163800239563,2
"152","Jackson","Henry","WA",0,0,18,0,0,12,0,151,6,12,9,0,11,4,9,94,155,4851,1974,1,1,1952,0,0,0,84,-0.264999985694885,1,1,12,0,0,0,0,7056,180,0,21,21,10,5.09604024887085,7.05231761932373,0.0734999850392342,1,0,144,0.0406721159815788,7,2.05150651931763,3
